pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Bubba Chandler,134,135,4.464,4.5,134.0,fanduel,-147.0,draftkings,0.474,0.453,0.474,0.476,H0,lcb_1sd_8pp,0.423,0.051,0.03,6.0,0.022,0.015,t12,70.367,A,CORROBORATED,False,False,696149.0,-,,0.0,0.0,0.0,False
Jesús Luzardo,143,136,6.883,7.5,115.0,bovada,-135.0,betmgm,0.38,0.419,0.38,0.371,H0,lcb_1sd_8pp,0.447,-0.067,-0.027,5.0,0.039,0.01,t12,59.49,B,CORROBORATED,False,False,666200.0,-,,0.0,0.0,0.0,False
AJ Smith-Shawver,144,119,4.482,4.5,130.0,fanduel,-159.0,betonlineag,0.468,0.444,0.468,0.463,H0,lcb_1sd_8pp,0.418,0.051,0.027,5.0,0.024,0.004,t12,75.415,A,CORROBORATED,False,False,700363.0,-,,0.0,0.0,0.0,False
Connor Prielipp,142,133,5.111,5.5,105.0,betmgm,-113.0,fanduel,0.41,0.461,0.41,0.4,H0,lcb_1sd_8pp,0.488,-0.077,-0.026,7.0,0.051,0.014,t12,44.344,C,LOW,False,False,687570.0,-,,0.0,0.0,0.0,False
Tanner Gordon,115,120,3.974,3.5,-125.0,betmgm,117.0,draftkings,0.572,0.565,0.572,0.572,H0,lcb_1sd_8pp,0.544,0.028,0.021,6.0,0.007,0.013,t12,77.404,A,CORROBORATED,False,False,685299.0,-,,0.0,0.0,0.0,False
Nick Lodolo,113,137,4.394,4.5,-120.0,betrivers,100.0,betmgm,0.466,0.5,0.466,0.465,H0,lcb_1sd_8pp,0.52,-0.054,-0.02,7.0,0.034,0.008,t12,68.639,A,CORROBORATED,False,False,666157.0,-,,0.0,0.0,0.0,False
Sean Burke,145,140,6.222,5.5,-143.0,betonlineag,120.0,fanduel,0.594,0.568,0.594,0.586,H0,lcb_1sd_8pp,0.568,0.026,0.0,7.0,0.038,0.007,t12,63.561,B,CORROBORATED,False,False,680732.0,-,,0.0,0.0,0.0,False
Jesús Luzardo,143,136,6.883,6.5,-162.0,betrivers,120.0,betrivers,0.542,0.576,0.542,0.531,H0,lcb_1sd_8pp,0.576,-0.034,-0.0,1.0,0.036,0.0,t12,36.58,C,LOW,False,False,666200.0,-,,0.0,0.0,0.0,False
Bryan Woo,136,143,5.37,5.5,123.0,betrivers,-134.0,draftkings,0.454,0.436,0.454,0.441,H0,lcb_1sd_8pp,0.436,0.018,0.0,7.0,0.051,0.015,t12,49.58,C,LOW,False,False,693433.0,-,,0.0,0.0,0.0,False
Peter Lambert,117,147,5.205,5.5,117.0,betrivers,-146.0,fanduel,0.415,0.437,0.415,0.41,H0,lcb_1sd_8pp,0.437,-0.023,-0.0,6.0,0.03,0.004,t12,75.511,A,CORROBORATED,False,False,663567.0,-,,0.0,0.0,0.0,False
Brandon Pfaadt,109,112,4.596,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Matt Waldron,120,115,4.352,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Taj Bradley,142,133,5.776,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Michael King,135,134,5.686,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Paul Skenes,134,135,5.887,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Aaron Nola,143,136,5.889,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Brady Singer,113,137,4.742,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Gage Jump,133,142,5.245,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
George Kirby,136,143,4.629,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
