pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Kyle Bradish,110,147,5.505,5.5,-138.0,fanduel,112.0,draftkings,0.48,0.494,0.48,0.485,H0,lcb_1sd_8pp,0.549,-0.069,-0.055,6.0,0.014,0.005,t12,89.809,A,CORROBORATED,False,False,680694.0,-,,0.0,0.0,0.0,False
Grant Holmes,144,145,4.552,4.5,125.0,betrivers,-148.0,fanduel,0.49,0.478,0.49,0.491,H0,lcb_1sd_8pp,0.433,0.057,0.044,6.0,0.013,0.012,t12,80.743,A,CORROBORATED,False,False,656550.0,-,,0.0,0.0,0.0,False
Anthony Kay,145,144,4.683,4.5,118.0,fanduel,-130.0,betmgm,0.512,0.487,0.512,0.516,H0,lcb_1sd_8pp,0.446,0.066,0.041,7.0,0.025,0.015,t12,65.781,B,CORROBORATED,False,False,641743.0,-,,0.0,0.0,0.0,False
Robert Gasser,158,136,4.915,5.5,128.0,fanduel,-145.0,draftkings,0.375,0.395,0.375,0.379,H0,lcb_1sd_8pp,0.431,-0.056,-0.035,6.0,0.02,0.016,t12,68.008,B,CORROBORATED,False,False,688107.0,-,,0.0,0.0,0.0,False
George Kirby,136,158,4.711,4.5,-125.0,fanatics,104.0,draftkings,0.507,0.526,0.507,0.506,H0,lcb_1sd_8pp,0.531,-0.023,-0.004,6.0,0.019,0.006,t12,85.218,A,CORROBORATED,False,False,669923.0,-,,0.0,0.0,0.0,False
Michael McGreevy,138,113,4.554,4.5,-104.0,draftkings,-113.0,betrivers,0.494,0.494,0.486,0.494,H3,raw_8pp,0.492,0.003,0.003,6.0,0.042,0.008,t4,63.962,B,CORROBORATED,False,False,700241.0,-,,0.0,0.0,0.0,False
Jacob deGrom,140,120,6.388,6.5,112.0,fanduel,-135.0,betonlineag,0.474,0.451,0.474,0.46,H0,lcb_1sd_8pp,0.451,0.023,0.0,5.0,0.043,0.006,t12,63.464,B,CORROBORATED,False,False,594798.0,-,,0.0,0.0,0.0,False
Andrew Alvarez,120,140,4.393,4.5,112.0,fanduel,-124.0,draftkings,0.455,0.464,0.455,0.45,H0,lcb_1sd_8pp,0.464,-0.009,-0.0,5.0,0.016,0.013,t12,72.359,A,CORROBORATED,False,False,674841.0,-,,0.0,0.0,0.0,False
Roki Sasaki,119,115,5.032,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Walbert Ureña,108,117,5.061,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Kumar Rocker,140,120,4.861,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Cade Cavalli,120,140,6.297,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
