pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Dustin May,138,112,5.347,4.5,-155.0,betmgm,130.0,fanduel,0.621,0.607,0.621,0.624,H0,lcb_1sd_8pp,0.579,0.042,0.028,6.0,0.013,0.009,t12,85.098,A,CORROBORATED,False,False,669160.0,-,,0.0,0.0,0.0,False
Sean Manaea,121,144,5.413,5.5,115.0,betmgm,-155.0,betmgm,0.46,0.46,0.463,0.46,H3,raw_8pp,0.433,0.027,0.027,1.0,0.026,0.0,t4,47.723,B,CORROBORATED,False,False,640455.0,-,,0.0,0.0,0.0,False
Ryan Gusto,146,143,4.456,4.5,120.0,fanatics,-143.0,betrivers,0.459,0.459,0.47,0.459,H3,raw_8pp,0.435,0.024,0.024,5.0,0.035,0.008,t4,58.805,B,CORROBORATED,False,False,687473.0,-,,0.0,0.0,0.0,False
Shane Drohan,158,137,5.278,4.5,-160.0,betmgm,120.0,betmgm,0.621,0.598,0.621,0.618,H0,lcb_1sd_8pp,0.575,0.046,0.023,1.0,0.023,0.0,t12,43.105,C,LOW,False,False,675660.0,-,,0.0,0.0,0.0,False
Jacob Lopez,133,111,4.774,4.5,105.0,betmgm,-120.0,betonlineag,0.529,0.5,0.529,0.523,H0,lcb_1sd_8pp,0.478,0.05,0.022,5.0,0.029,0.013,t12,62.529,B,CORROBORATED,False,False,682052.0,-,,0.0,0.0,0.0,False
Christian Scott,121,144,5.528,5.5,106.0,fanduel,-135.0,bovada,0.493,0.475,0.493,0.487,H0,lcb_1sd_8pp,0.458,0.035,0.016,2.0,0.018,0.001,t12,71.277,A,CORROBORATED,False,False,681035.0,-,,0.0,0.0,0.0,False
MacKenzie Gore,140,139,5.15,5.5,112.0,fanduel,-141.0,betonlineag,0.41,0.442,0.41,0.408,H0,lcb_1sd_8pp,0.449,-0.039,-0.006,6.0,0.032,0.003,t12,79.877,A,CORROBORATED,False,False,669022.0,-,,0.0,0.0,0.0,False
Trevor Rogers,110,116,4.801,4.5,-125.0,betmgm,110.0,betonlineag,0.54,0.54,0.539,0.54,H3,raw_8pp,0.541,-0.001,-0.001,5.0,0.01,0.011,t4,85.636,A,CORROBORATED,False,False,669432.0,-,,0.0,0.0,0.0,False
Patrick Sandoval,111,133,4.667,4.5,-105.0,betrivers,-102.0,fanduel,0.512,0.505,0.512,0.505,H0,lcb_1sd_8pp,0.505,0.007,0.0,6.0,0.023,0.015,t12,68.693,A,CORROBORATED,False,False,663776.0,-,,0.0,0.0,0.0,False
Joe Ryan,142,118,6.298,6.5,107.0,betrivers,-115.0,betmgm,0.444,0.466,0.444,0.433,H0,lcb_1sd_8pp,0.466,-0.022,-0.0,5.0,0.048,0.017,t12,49.951,C,LOW,False,False,657746.0,-,,0.0,0.0,0.0,False
Shane Drohan,158,137,5.278,5.5,126.0,fanduel,-155.0,betrivers,0.444,0.422,0.444,0.438,H0,lcb_1sd_8pp,0.422,0.021,0.0,3.0,0.036,0.008,t12,50.37,C,LOW,False,False,675660.0,-,,0.0,0.0,0.0,False
Davis Martin,145,147,4.854,4.5,-145.0,fanatics,120.0,betonlineag,0.541,0.566,0.541,0.532,H0,lcb_1sd_8pp,0.566,-0.025,-0.0,5.0,0.033,0.008,t12,69.706,A,CORROBORATED,False,False,663436.0,-,,0.0,0.0,0.0,False
Michael King,135,115,5.194,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Reid Detmers,108,117,6.006,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Luis Castillo,136,119,5.045,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Jake Bennett,111,133,4.183,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Michael Lorenzen,115,135,3.924,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Justin Wrobleski,119,136,5.047,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
Logan Henderson,158,137,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
