pitcher,team,opp,proj_ks,line,best_over,over_book,best_under,under_book,p_model_over,p_decision_over,p_h0,p_h3,model_head,edge_rule,p_mkt_over,raw_edge_over,edge_over,n_books,ensemble_prob_std,market_prob_std,odds_timing,conviction_score,conviction_grade,conviction_status,paper_challenger,upgrade_candidate,pitcher_id,signal,tier,stake_pct,stake_usd,stake_usd_conservative,suppressed_duplicate
Eury Pérez,146,113,6.086,6.5,-108.0,betrivers,-101.0,draftkings,0.414,0.414,0.413,0.414,H3,raw_8pp,0.5,-0.086,-0.086,7.0,0.024,0.012,t4,72.843,A,CORROBORATED,False,True,691587.0,UNDER,PAPER-V3.1,0.0,0.0,0.0,False
Bryce Elder,144,109,4.39,3.5,-146.0,fanduel,118.0,draftkings,0.648,0.648,0.646,0.648,H3,raw_8pp,0.564,0.084,0.084,6.0,0.012,0.004,t4,96.038,A,CORROBORATED,False,True,693821.0,OVER,PAPER-V3.1,0.0,0.0,0.0,False
Andrew Painter,143,142,4.4,3.5,-135.0,betonlineag,110.0,fanatics,0.65,0.628,0.65,0.643,H0,lcb_1sd_8pp,0.543,0.106,0.084,7.0,0.022,0.006,t12,77.367,A,CORROBORATED,True,True,691725.0,OVER,PAPER-CONV,0.0,0.0,0.0,False
Tanner Bibee,114,135,4.803,4.5,110.0,bovada,-120.0,betrivers,0.537,0.537,0.536,0.537,H3,raw_8pp,0.459,0.078,0.078,7.0,0.013,0.015,t4,81.721,A,CORROBORATED,False,False,676440.0,-,,0.0,0.0,0.0,False
Casey Mize,135,114,4.604,4.5,130.0,fanduel,-156.0,draftkings,0.495,0.495,0.505,0.495,H3,raw_8pp,0.417,0.078,0.078,5.0,0.035,0.007,t4,73.697,A,CORROBORATED,False,False,663554.0,-,,0.0,0.0,0.0,False
Logan Henderson,158,119,6.029,5.5,115.0,bovada,-125.0,betmgm,0.557,0.516,0.557,0.546,H0,lcb_1sd_8pp,0.449,0.108,0.067,6.0,0.04,0.015,t12,49.7,C,LOW,False,False,701656.0,-,,0.0,0.0,0.0,False
Sean Burke,145,116,6.216,5.5,-120.0,betmgm,115.0,betonlineag,0.604,0.604,0.601,0.604,H3,raw_8pp,0.537,0.067,0.067,7.0,0.024,0.017,t4,67.4,A,CORROBORATED,False,False,680732.0,-,,0.0,0.0,0.0,False
Dean Kremer,142,143,4.777,4.5,115.0,betmgm,-135.0,bovada,0.536,0.514,0.536,0.529,H0,lcb_1sd_8pp,0.452,0.084,0.062,6.0,0.023,0.009,t12,78.61,A,CORROBORATED,False,False,665152.0,-,,0.0,0.0,0.0,False
Patrick Sandoval,111,134,4.988,5.5,120.0,betmgm,-157.0,betrivers,0.368,0.368,0.377,0.368,H3,raw_8pp,0.427,-0.059,-0.059,2.0,0.033,0.002,t4,64.081,B,CORROBORATED,False,False,663776.0,-,,0.0,0.0,0.0,False
Ryan Johnson,108,118,4.368,3.5,-160.0,fanduel,125.0,fanatics,0.643,0.631,0.643,0.645,H0,lcb_1sd_8pp,0.579,0.064,0.051,3.0,0.012,0.003,t12,77.558,A,CORROBORATED,False,False,696270.0,-,,0.0,0.0,0.0,False
Ryan Weathers,147,141,5.2,4.5,-139.0,betonlineag,120.0,betrivers,0.6,0.6,0.599,0.6,H3,raw_8pp,0.556,0.044,0.044,5.0,0.015,0.01,t4,83.3,A,CORROBORATED,False,False,677960.0,-,,0.0,0.0,0.0,False
Jake Irvin,120,121,4.437,4.5,134.0,fanduel,-140.0,betmgm,0.461,0.461,0.465,0.461,H3,raw_8pp,0.423,0.038,0.038,6.0,0.022,0.017,t4,69.175,A,CORROBORATED,False,False,663623.0,-,,0.0,0.0,0.0,False
Bryan Woo,136,117,5.356,5.5,-115.0,betmgm,-101.0,draftkings,0.458,0.479,0.458,0.455,H0,lcb_1sd_8pp,0.516,-0.058,-0.037,4.0,0.021,0.01,t12,74.543,A,CORROBORATED,False,False,693433.0,-,,0.0,0.0,0.0,False
Cody Bradford,140,133,4.555,4.5,118.0,fanduel,-125.0,betmgm,0.488,0.475,0.488,0.487,H0,lcb_1sd_8pp,0.452,0.036,0.024,4.0,0.013,0.018,t12,64.783,B,CORROBORATED,False,False,674003.0,-,,0.0,0.0,0.0,False
Ryan Johnson,108,118,4.368,4.5,128.0,draftkings,-164.0,draftkings,0.458,0.439,0.458,0.462,H0,lcb_1sd_8pp,0.415,0.042,0.024,2.0,0.019,0.001,t12,70.591,A,CORROBORATED,False,False,696270.0,-,,0.0,0.0,0.0,False
Nick Lodolo,113,146,4.884,4.5,-122.0,fanduel,109.0,draftkings,0.547,0.547,0.548,0.547,H3,raw_8pp,0.525,0.022,0.022,6.0,0.006,0.011,t4,86.827,A,CORROBORATED,False,False,666157.0,-,,0.0,0.0,0.0,False
Michael Soroka,109,144,4.637,4.5,108.0,draftkings,-110.0,betmgm,0.497,0.497,0.498,0.497,H3,raw_8pp,0.477,0.021,0.021,5.0,0.004,0.02,t4,77.904,A,CORROBORATED,False,False,647336.0,-,,0.0,0.0,0.0,False
Patrick Sandoval,111,134,4.988,4.5,-143.0,draftkings,118.0,fanduel,0.555,0.555,0.559,0.555,H3,raw_8pp,0.562,-0.008,-0.008,4.0,0.015,0.004,t4,88.436,A,CORROBORATED,False,False,663776.0,-,,0.0,0.0,0.0,False
Christian Scott,121,120,5.753,5.5,-115.0,betmgm,110.0,betonlineag,0.522,0.522,0.529,0.522,H3,raw_8pp,0.527,-0.005,-0.005,7.0,0.024,0.016,t4,66.319,A,CORROBORATED,False,False,681035.0,-,,0.0,0.0,0.0,False
Ryan Weathers,147,141,5.2,5.5,120.0,betmgm,-160.0,betmgm,0.421,0.421,0.423,0.421,H3,raw_8pp,0.425,-0.004,-0.004,1.0,0.016,0.0,t4,53.439,B,CORROBORATED,False,False,677960.0,-,,0.0,0.0,0.0,False
Hunter Brown,117,136,5.658,5.5,100.0,betmgm,-103.0,draftkings,0.514,0.497,0.514,0.509,H0,lcb_1sd_8pp,0.497,0.017,0.0,4.0,0.023,0.02,t12,65.001,B,CORROBORATED,False,False,686613.0,-,,0.0,0.0,0.0,False
Tarik Skubal,119,158,7.0,7.5,116.0,fanduel,-136.0,draftkings,0.399,0.442,0.399,0.379,H0,lcb_1sd_8pp,0.442,-0.042,-0.0,5.0,0.069,0.007,t12,55.65,B,CORROBORATED,False,False,669373.0,-,,0.0,0.0,0.0,False
Reid Detmers,108,118,6.225,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
MacKenzie Gore,140,133,5.946,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
J.T. Ginn,133,140,4.871,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,False
